Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Caprifoliaceae,Linnaea borealis L. ssp. americana (Forbes) Hultén ex Clausen,same,Linnaea borealis L. var. americana (Forbes) Rehd.,American twinflower; twinflower,N,En,Seymour (1982); Kartesz (1999),"1997, Moorehead 3691 ssp. Longiflora",,,,,,,
Caprifoliaceae,Lonicera ×bella Zabel,same,same,Belle honeysuckle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera canadensis Bartr. ex Marsh.,same,Lonicera canadensis Bartr.,American honeysuckle; American fly-honeysuckle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera dioica L.,same,same,wild honeysuckle; mountain honeysuckle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera japonica Thunb.,same,same,Japanese honeysuckle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera maackii (Rupr.) Herder,new,new,Amur honeysuckle,I,,YES,,,,,,,,
Caprifoliaceae,Lonicera morrowii Gray,same,same,Morrow's honeysuckle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera sempervirens L. var. sempervirens,same,Lonicera sempervirens L.,trumpet honeysuckle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera tatarica L.,same,same,Tatarian honeysuckle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera villosa (Michx.) J.A. Schultes,same,Lonicera villosa (Michx.) R. & S. var. calvescens (Fern. & Wieg.) Fern.; Lonicera villosa (Michx.) R. & S. var. solonis (Eat.) Fern.; Lonicera villosa (Michx.) R. & S. var. tonsa Fern.,mountain honeysuckle,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Lonicera xylosteum L.,same,same,fly honeysuckle; dwarf honeysuckle; European fly-honeysuckle,I,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Succisella inflexa (Kluk) G. Beck,Dipsacaceae,same,southern succisella,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Symphoricarpos albus (L.) Blake ssp. laevigatus (Fern.) Hultén,same,Symphoricarpos albus (L.) Blake var. laevigatus (Fern.) Blake,common snowberry; snowberry,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Symphoricarpos orbiculatus Moench.,same,same,red snowberry,E,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Triosteum ×eamesii (Wieg.) A. Haines,same,Triosteum angustifolium L. var. eamesii Wieg.,Eames horse-gentian,N,,Seymour (1982),,,,,,,,
Caprifoliaceae,Triosteum angustifolium L.,same,Triosteum angustifolium L. var. angustifolium,lesser horse-gentian; yellow horse-gentian; narrow-leaved horse-gentian,N,En,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Triosteum aurantiacum Bickn. var. aurantiacum,same,Triosteum auranticum Bickn.,orange-fruited horse-gentian; scarlet horse-gentian; wild coffee,N,,Seymour (1982); Kartesz (1999),,,,,,,,
Caprifoliaceae,Triosteum perfoliatum L.,same,same,perfoliate-leaved horse-gentian,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caprifoliaceae,Valeriana officinalis L.,Valerianaceae,same,common valerian; garden heliotrope,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Caprifoliaceae,Valerianella locusta (L.) Lat.,Valerianaceae,same,European corn-salad,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Caprifoliaceae,Valerianella radiata (L.) Dufr.,Valerianaceae,Valerianella radiata (L.) Dufr. var. fernaldii Dyal,beaked corn-salad,N,SCH,Seymour (1982); Kartesz (2008),,,,,,,,
Caprifoliaceae,Valerianella umbilicata (Sullivant) Wood,new,new,naval corn-salad,N,,Dyal (1938),,,,,,,,
Caprifoliaceae,Weigela floribunda (Sieb. & Zucc.) C.A. Mey.,same,Weigela floribunda (Sieb. & Zucc.) A. Mey.,crimson weigela,E,,Dowhan (1979),,,,,,,,
Caryophyllaceae,Agrostemma githago L. var. githago,same,Agrostemma githago L.,common corncockle; purple cockle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Arenaria serpyllifolia L. ssp. serpyllifolia,same,Arenaria serpyllifolia L.,thyme-leaved sandwort,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Atocion armeria (L.) Raf.,same,Silene armeria L.,sweet-William-catchfly,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Cerastium arvense L.,same,same,field chickweed,E,,Morton (2005),,,,,,,,
Caryophyllaceae,Cerastium fontanum Baumg. ssp. vulgare (Hartman) Greuter & Burdet,same,Cerastium fontanum Baumg. ssp. triviale (Link) Jalas,mouse-ear chickweed,E,,Seymour (1982); Kartesz (2008),Listed as native by Dowhan because it included what is now C strictum according to Haines,,,,,,,
Caryophyllaceae,Cerastium nutans Raf. ssp. nutans,same,Cerastium nutans Raf.,nodding chickweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Cerastium pumilum W. Curtis ssp. pumilum,new,new,European chickweed,E,,Rhodora 92: 294; NEBC,single entry in Dowhan is split into separate native and exotic species,,,,,,,
Caryophyllaceae,Cerastium semidecandrum L.,same,same,five-stamened chickweed; spring mouse-ear chickweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Cerastium strictum L.,same,Cerastium arvense L.,American field chickweed,N,,Morton (2005),,,,,,,,
Caryophyllaceae,Dianthus armeria L.,same,same,Deptford pink,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Dianthus barbatus L.,same,same,cluster-headed pink; sweet William,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Dianthus deltoides L.,same,same,maiden pink,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Dianthus plumarius L.,same,same,garden pink,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Gypsophila elegans Bieb.,same,same,showy baby’s-breath,E,,Dowhan (1979); Tucker (1995),,,,,,,,
Caryophyllaceae,Gypsophila muralis L.,same,same,low baby’s-breath,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Gypsophila paniculata L.,same,same,tall baby’s-breath,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Gypsophila scorzonerifolia Ser.,new,new,glandular baby’s-breath,E,,Pringle (2005); voucher said to be at CONN,,,,,,,,
Caryophyllaceae,Holosteum umbellatum L. ssp. umbellatum,same,Holosteum umbellatum L.,jagged-chickweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Honckenya peploides (L.) Ehrh. ssp. robusta (Fern.) Hultén,same,Arenaria peploides L. var. robusta Fern.,seaside-sandwort; sea purslane,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Lychnis chalcedonica L.,same,same,scarlet lychnis,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Lychnis coronaria (L.) Murr.,same,Lychnis coronaria (L.) Desr.,mullein lychnis; rose campion,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Lychnis flos-cuculi L. ssp. flos-cuculi,same,Lychnis flos-cuculi L.,ragged robin lychnis; cuckoo-flower,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Minuartia glabra (Michx.) Mattf.,same,Arenaria glabra Michx.,Appalachian sandplant; mountain sandwort,N,T,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Minuartia michauxii (Fenzl) Farw. var. michauxii,same,Arenaria stricta Michx.,Michaux’s sandplant; rock sandwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Moehringia lateriflora (L.) Fenzl,same,Arenaria lateriflora L.,blunt-leaved grove-sandwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Moehringia macrophylla (Hook.) Fenzl,same,Arenaria macrophylla Hook.,large-leaved grove-sandwort; large-leaved sandwort,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Myosoton aquaticum (L.) Moench,same,same,giant-chickweed,E,,Kartesz (2008); Magee and Ahles (1999),,,,,,,,
Caryophyllaceae,Paronychia canadensis (L.) Wood,same,same,smooth forked whitlow-wort; forked chickweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Paronychia fastigiata (Raf.) Fern. var. fastigiata,same,Paronychia fastigiata (Raf.) Fern.,hairy forked whitlow-wort; hairy forked chickweed,N,SCH,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Sagina decumbens (Ell.) Torr. & Gray ssp. decumbens,same,Sagina decumbens (Ell.) Torr. & Gray,trailing pearlwort; small-flowered pearlwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Sagina japonica (Sw.) Ohwi,new,new,Japanese pearlwort,E,,Kartesz (2008); Tucker (1995),,,,,,,,
Caryophyllaceae,Sagina procumbens L.,same,same,bird’s-eye pearlwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Saponaria officinalis L.,same,same,common soapwort; bouncing bet,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Scleranthus annuus L.,same,same,annual knawel,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Scleranthus perennis L.,same,same,perennial knawel,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene ×hampeana Meusel & K. Werener,new,new,,E,,McNeill (1978; Canadian Journal of Botany 56: 297-308),,,,,,,,
Caryophyllaceae,Silene antirrhina L.,same,same,sleepy campion; sleepy catchfly,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene caroliniana Walt. ssp. pensylvanica (Michx.) Clausen,same,Silene caroliniana Walt. var. pensylvanica (Michx.) Fern.,wild campion; wild pink,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene dichotoma Ehrh.,same,same,forked campion; forked catchfly,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene dioica (L.) Clairville,same,Silene dioica (L.) Clairv.,red campion,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene gallica L.,same,same,windmill campion; French catchfly,E,,Tucker (1995),,,,,,,,
Caryophyllaceae,Silene latifolia Poir. ssp. alba (P. Mill.) Greuter & Burdet,same,Silene alba (P. Mill.) E.H.L. Krause,white campion,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene noctiflora L.,same,same,night-flowering campion; night-flowering catchfly,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene stellata (L.) Ait. f.,same,same,starry campion,N,T,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Silene vulgaris (Moench) Garcke ssp. vulgaris,same,Silene vulgaris (Moench) Garcke,bladder campion,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Spergula arvensis L.,same,Spergula arvensis L. var. arvensis; Spergula arvensis L. var. sativa (Boenn.) Reichenb.,corn spurry,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Spergula pentandra L.,new,new,five-stamened spurry,E,,Hartman and Rabeler (2005; record based on collection by Bill Moorhead),,,,,,,,
Caryophyllaceae,Spergularia canadensis (Pers.) G. Don ssp. canadensis,same,Spergularia canadensis (Pers.) Don,Canada sand-spurry; lesser sand-spurry,N,T,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Spergularia marina (L.) Griseb.,same,Spergularia marina (L.) Griseb. var. marina; Spergularia marina (L.) Griseb. var. leiosperma (Kindb.) Guerke,saltmarsh sand-spurry,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Spergularia rubra (L.) J. & K. Presl,same,Spergularia rubra (L.) J. & C. Presl,red sand-spurry; common sand-spurry,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Stellaria alsine Grimm,same,same,bog stitchwort; long-stalked stitchwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Stellaria borealis Bigelow ssp. borealis,same,Stellaria calycantha (Ledeb.) Bong. var. floribunda Fern.; Stellaria calycantha (Ledeb.) Bong. var. isophylla Fern.,boreal stitchwort; northern stitchwort,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Stellaria corei Shinners,same,Stellaria pubera Michx. var. sylvatica (Beguinot) Weath.,Tennessee stitchwort; star chickweed,E,,Morton (2005); Seymour (1982); specimens at NEBC!,,,,,,,,
Caryophyllaceae,Stellaria graminea L.,same,same,grass-leaved stitchwort; common stitchwort; lesser stitchwort,E,,Seymour (1982); Kartesz (2008),Haines published flora has the same authority as Dowhan,,,,,,,
Caryophyllaceae,Stellaria holostea L.,same,same,greater stitchwort; Easter bell,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Stellaria longifolia Muhl. ex Willd. var. longifolia,same,Stellaria longifolia Muhl.,long-leaved stitchwort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Stellaria media (L.) Vill.,same,same,common stitchwort; common chickweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Vaccaria hispanica (P. Mill.) Rauschert,same,Vaccaria pyramidata Medic.,cowcockle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Caryophyllaceae,Viscaria vulgaris Bernh.,same,Lychnis viscaria L.,clammy-campion; German catchfly,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Celastrus orbiculatus × C. scandens,new,new,,E,,CCNL Specimens by Dreyer,not in Haines flora for CT,,,,,,,
Celastraceae,Celastrus orbiculatus Thunb.,same,same,Asian bittersweet; Asiatic bittersweet; Oriental bittersweet,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Celastrus scandens L.,same,same,American bittersweet,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Euonymus alatus (Thunb.) Sieb.,same,same,burning bush; winged euonymus; winged spindle-tree,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Euonymus atropurpureus Jacq. var. atropurpureus,same,Euonymus atropurpureus Jacq.,eastern spindle-tree; burning bush; wahoo,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Euonymus europaeus L.,same,same,European spindle-tree,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Celastraceae,Euonymus fortunei (Turcz.) Hand.-Mazz,new,new,climbing spindle-tree,E,,Tucker (1995); Kartesz (2008),,,,,,,,
Celastraceae,Euonymus phellomanus Loes. ex Diels,same,same,cork spindle-tree,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Ceratophyllaceae,Ceratophyllum demersum L.,same,same,common hornwort; coontail,N,,"Hellquist and Crow (1984), Les (1997)",,,,,,,,
Ceratophyllaceae,Ceratophyllum echinatum Gray,same,same,spineless hornwort; coontail,N,,"Hellquist and Crow (1984), Les (1997)",,,,,,,,
Cercidiphyllaceae,Cercidiphyllum japonicum Sieb. & Zucc. ex J. Hoffman & H. Schult.,new,new,Katsura-tree,E,,Bill Moorhead (personal communication; image seen!),,,,,,,,
Cistaceae,Crocanthemum bicknellii (Fern.) Barnh.,same,Helianthemum bicknellii Fern.,hoary frostweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Crocanthemum canadense (L.) Britt.,same,Helianthemum canadense (L.) Michx.,Canada frostweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Crocanthemum dumosum Bickn.,same,Helianthemum dumosum (Bickn.) Fern.,bushy frostweed; bushy rockrose,N,SCH,Seymour (1982; specimen at CONN); Kartesz (2008),,,,,,,,
Cistaceae,Crocanthemum propinquum (Bickn.) Bickn.,same,Helianthemum propinquum Bickn.,low frostweed; low rockrose,N,T,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Hudsonia ericoides L.,same,same,pine-barren false heather; golden heather,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Hudsonia tomentosa Nutt.,same,same,sand false heather; beach heather,N,T,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea intermedia Leggett ex Britt. var. intermedia,same,Lechea intermedia Leggett,round-fruited pinweed; large fruited pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea maritima Leggett ex B.S.P. var. maritima,same,Lechea maritima Leggett,beach pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea minor L.,same,same,thyme-leaved pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea mucronata Raf.,same,same,hairy pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea pulchella Raf.,same,same,Leggett’s pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cistaceae,Lechea racemulosa Michx.,new,new,Illinois pinweed,N,,"Haines found specimens from Eames, Bridgeport, 0ct. 8, 1889. (12/12/12) at NCU",,,,,,,,
Cistaceae,Lechea tenuifolia Michx.,same,same,narrow-leaved pinweed; slender pinweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cleomaceae,Peritoma serrulata (Pursh) DC.,new,new,stinking bee-plant,E,,,Cleome serrullata Pursh; Cleome serrulata Pursh var angusta (M.E. Jones) Tidestrom,,,,,,,
Cleomaceae,Polansia dodecandra (L.) DC. ssp. dodecandra,Capparidaceae,same,red-whiskered clammyweed; clammyweed,N,SC,,,,,,,,,
Cleomaceae,Polansia dodecandra (L.) DC. ssp. trachysperma (Torr. & Gray) Iltis,Capparidaceae,same,red-whiskered clammyweed; clammyweed,E,,,,,,,,,,
Cleomaceae,Tarenaya hassieriana (Chod.) Iltis,Capparidaceae,Cleome spinosa Jacq.,giant spider-flower; spider-flower,E,,,,,,,,,,
Clethraceae,Clethra alnifolia L.,same,same,coastal sweet-pepperbush; sweet-pepperbush,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Colchicaceae,Uvularia grandiflora J.E. Sm.,Liliaceae,Uvularia grandiflora Sm.,large-flowered bellwort,N,En,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Colchicaceae,Uvularia perfoliata L.,Liliaceae,same,perfoliate bellwort,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Colchicaceae,Uvularia sessilifolia L.,Liliaceae,same,"sessile-leaved bellwort; wild-oats, little merry-bells",N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Comandraceae,Comandra umbellata (L.) Nutt. ssp. umbellata,Santalaceae,Comandra umbellata (L.) Nutt,bastard-toadflax,N,,,,,,,,,,
Commelinaceae,Commelina communis L.,same,same,Asiatic dayflower,E,,Faden (2000),,,,,,,,
Commelinaceae,Tradescantia ohiensis × T. virginiana,new,new,spiderwort,N,,Angelo and Boufford (2000),,,,,,,,
Commelinaceae,Tradescantia ohiensis Raf.,same,same,smooth spiderwort,N,,Faden (2000),,,,,,,,
Commelinaceae,Tradescantia virginiana L.,same,same,Virginia spiderwort,N,,Faden (2000),,,,,,,,
Convolvulaceae,Calystegia pubescens Lindl.,same,same,hairy false bindweed; Japanese bindweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Calystegia sepium (L.) R. Br. ssp. americana (Sims) Brummitt,same,same,hedge false bindweed; trailing hedge-bindweed,N,,MASS!,,,,,,,,
Convolvulaceae,Calystegia sepium (L.) R. Br. ssp. angulata Brummitt,new,new,hedge false bindweed,N,,NEBC!,,,,,,,,
Convolvulaceae,Calystegia sepium (L.) R. Br. ssp. appalachiana Brummitt,new,new,hedge false bindweed,N,,Brummitt (1980; Kew Bulletin 35: 329),,,,,,,,
Convolvulaceae,Calystegia silvatica (Kit.) Griseb. ssp. fraterniflora (Mackenzie & Bush) Brummitt,new,new,short-stalked false bindweed,N,,Brummitt (1980; Kew Bulletin 35: 329),,,,,,,,
Convolvulaceae,Calystegia spithamaea (L.) Pursh ssp. spithamaea,same,Calystegia spithamaea (L.) R. Br.,upright false bindweed; low bindweed; upright bindweed,N,SCH,Seymour (1982); Kartesz (2008),believed extirpated,,,,,,,
Convolvulaceae,Convolvulus arvensis L.,same,same,field bindweed,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta cephalanthi Engelm.,same,same,buttonbush dodder,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta compacta Juss. ex Choisy var. compacta,same,Cuscuta compacta Juss.,compact dodder,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta coryli Engelm.,same,same,hazel dodder,N,SC,Seymour (1982); Kartesz (2008),believed extirpated,,,,,,,
Convolvulaceae,Cuscuta epithymum L.,same,Cuscuta epithymum Murr.,clover dodder,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta gronovii Willd. ex J.A. Schultes var. gronovii,same,Cuscuta gronovii Willd.,common dodder; goldthread vine,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta gronovii Willd. ex J.A. Schultes var. latiflora Engelm.,same,Cuscuta gronovii Willd.,common dodder; goldthread vine,N,,GH!,,,,,,,,
Convolvulaceae,Cuscuta indecora Choisy var. indecora,new,new,collared dodder,N,,Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta pentagona Engelm.,same,same,bush-clover dodder; field dodder,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Cuscuta polygonorum Engelm.,same,same,smartweed dodder,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Ipomoea coccinea L.,same,same,red morning-glory,E,,Dowhan (1979); Kartesz (2008),,,,,,,,
Convolvulaceae,Ipomoea hederacea Jacq.,same,Ipomoea hederacea (L.) Jacq.,ivy-leaved morning-glory,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Convolvulaceae,Ipomoea pandurata (L.) G.F.W. Mey.,same,same,wild sweet potato morning-glory; wild potato vine,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Convolvulaceae,Ipomoea purpurea (L.) Roth,same,same,common morning-glory,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Benthamidia florida (L.) Spach,same,Cornus florida L.,flowering big-bracted dogwood; flowering dogwood,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Benthamidia japonica (Siebold & Zucc.) Hara,new,new,kousa big-bracted dogwood; kousa dogwood,E,,,,Cornus kousa  Buerger ex Miq.,,,,,,
Cornaceae,Chamaepericlymenum canadense (L.) Aschers. & Graebn.,same,Cornus canadensis L.,Canada dwarf-dogwood; bunchberry;,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Nyssa sylvatica Marsh.,Nyssaceae,same,black tupelo; pepperidge tree; black-gum,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Swida alternifolia (L. f.) Small,same,Cornus alternifolia L. f.,alternate-leaved dogwood,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Swida amomum (P. Mill.) Small var. amomum,same,Cornus amomum P. Mill.,silky dogwood,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Cornaceae,Swida amomum (P. Mill.) Small var. schuetzeana (C.A. Mey.) A. Haines,same,Cornus obliqua Raf.,silky dogwood,N,,Seymour (1982); Kartesz (2008),,,,,,,,
