Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Isoetaceae,Isoetes echinospora Durieu ssp. muricata (Durieu) A. & D. Löve,same,Isoetes muricata Dur.,spiny-spored quillwort,N,,Taylor et al. (1993),,,,,,,,
Isoetaceae,Isoetes engelmannii A. Braun,same,Isoetes engelmannii A. Br.,Engelmann's quillwort,N,,Taylor et al. (1993),,,,,,,,
Isoetaceae,Isoetes lacustris L.,new,new,lake quillwort,N,,,UCONN has a number of specimens that Carl Taylor annotated as I. lacustris ,,,,,,,
Isoetaceae,Isoetes riparia Engelm. ex A. Braun var. canadensis Engelm. ex N.E. Pfeiff.,same,Isoetes riparia Engelm. var. riparia; Isoetes riparia Engelm. var. canadensis Engelm.; Isoetes saccharata Engelm. var. amesii A.A. Eat.,Canada shore quillwort,N,,Taylor et al. (1993),Haines reccomends I.s. amesii here for now,,,,,,,
Isoetaceae,Isoetes tuckermanii A. Braun ex Engelm.,same,Isoetes tuckermanii A. Br.,Tuckerman's quillwort,N,,Taylor et al. (1993),,,,,,,,
Juglandaceae,Carya cordiformis (Wangenh.) K. Koch,same,Carya cordiformis (Wang.) K. Koch,bitternut hickory,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Juglandaceae,Carya glabra (P. Mill.) Sweet,same,Carya glabra (P. Mill.) Sweet; Carya ovalis (Wang.) Sarg. var. ovalis; Carya ovalis (Wang.) Sarg. var. obcordata (Muhl. & Willd.) Sarg.; Carya ovalis (Wang.) Sarg. var. odorata (Marsh.) Sarg.,pignut hickory,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Juglandaceae,Carya ovata (P. Mill.) K. Koch,same,same,shagbark hickory,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Juglandaceae,Carya tomentosa (Poir. in Lam.) Nutt.,same,Carya tomentosa Nutt.,mockernut hickory,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Juglandaceae,Juglans ×bixbyi Rehd.,new,new,buart,E,,Bryan Connolly (personal communication; specimens genetically confirmed),,,,,,,,
Juglandaceae,Juglans cinerea L.,same,same,butternut; white walnut,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Juglandaceae,Juglans nigra L.,same,same,black walnut,N,,Seymour (1982); Kartesz (2008)," Haines's has this species  not native to most of NE, but may  be native to CT & rare;  Not possible from digital records  of CONN  or YU/NCBS specimens to determine if any  are native.  CBS023546 & YU056234 deserve further attention.",,,,,,,
Juncaceae,Juncus acuminatus Michx.,same,same,sharp-fruited rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus ambiguus Guss.,same,Juncus bufonius L. var. halophilus Buchenau & Fern.,seaside toad rush,N,,Dowhan (1979),,,,,,,,
Juncaceae,Juncus anthelatus (Wieg.) R.E. Brooks,same,Juncus tenuis Willd. var. anthelatus Wieg.,Wiegand's rush,N,,,,,,,,,,
Juncaceae,Juncus articulatus L.,same,Juncus articulatus L. var. articulatus; Juncus articulatus L. var. obtusatus Engelm.,joint-leaved rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus brachycarpus Engelm.,same,same,white-root rush,E,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus brachycephalus (Engelm.) Buch.,same,Juncus brachycephalus (Engelm.) Buchenau,small-headed rush,N,,Dowhan (1979),,,,,,,,
Juncaceae,Juncus brevicaudatus (Engelm.) Fern.,same,same,short-tailed rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus bufonius L.,same,Juncus bufonius L. var. bufonius,toad rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus canadensis J. Gay ex Laharpe,same,Juncus canadensis J. Gay,Canada rush; marsh rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus conglomeratus L.,same,Juncus effusus L. var. conglomeratus (L.) Engelm.,bunch-flowered soft rush,E,,Seymour (1982; based on specimen by Woodward in NEBC); GH!,,,,,,,,
Juncaceae,Juncus debilis Gray,same,same,weak rush,N,SCH,Seymour (1982); Dowhan (1979),,,,,,,,
Juncaceae,Juncus dichotomus Ell.,same,same; Juncus platyphyllus (Wieg.) Fern.,forked rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus diffusissimus Buckley,new,new,slim-fruited rush,E,,,,,,,,,,
Juncaceae,Juncus dudleyi Wieg.,same,same,Dudley's rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus effusus L. ssp. solutus (Fern. & Wieg.) Hämet-Ahti,same,Juncus effusus L. var. solutus Fern. & Wieg.; Juncus effusus L. var. compactus Lej. & Court,common soft rush,N,,Seymour (1982),,,,,,,,
Juncaceae,Juncus gerardii Loisel.,same,same,saltmarsh rush; black grass,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus greenei Oakes & Tuckerman,same,same,Greene's rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus marginatus Rostk.,same,same,grass-leaved rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus militaris Bigelow,same,same,bayonet rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus nodosus L.,same,same,knotted rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus pelocarpus E. Mey.,same,Juncus pelocarpus Mey.,blunt-flowered rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus pylaei LaHarpe,same,Juncus effusus L. var. pylaei (Laharpe) Fern. & Wieg.; Juncus effusus L. var. decipiens Buchenau; Juncus effusus L. var. costulatus Fern.,Pylae's soft rush,N,,Kartesz (1999); Seymour (1982),"Haines doesn's say explicitly whether var. constulatus is included here, but he doesn't include it anywhere else, and ITIS places it here, as a synonym for J. pylaei",,,,,,,
Juncaceae,Juncus secundus Beauv. ex Poir.,same,Juncus secundus Beauv.,lopsided rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus subcaudatus (Engelm.) Coville,same,Juncus subcaudatus (Engelm.) Coville & Blake,somewhat-tailed rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Juncus tenuis Willd.,same,Juncus tenuis Willd. var. tenuis; Juncus tenuis Willd. var. williamsii Fern.,path rush,N,,Brooks and Clemants (2000),,,,,,,,
Juncaceae,Luzula acuminata Raf. var. acuminata,same,Luzula acuminata Raf. ,hairy wood rush,N,,Swab (2000),,,,,,,,
Juncaceae,Luzula acuminata Raf. var. carolinae (S. Wats.) Fern.,same,Luzula acuminata Raf.,hairy wood rush,N,,Swab (2000),"Not on the state list. Haines says this variety is of conservation concern, known only from CT",,,,,,,
Juncaceae,Luzula bulbosa (Wood) Rydb.,same,same,bulbous wood rush,N,,Swab (2000),,,,,,,,
Juncaceae,Luzula echinata (Small) Hermann,same,same,hedgehog wood rush,N,,Swab (2000),"Haines says this species is of conservation concern, although it's not on the state list",,,,,,,
Juncaceae,Luzula luzuloides (Lam.) Dandy & Wilmott ssp. luzuloides,same,Luzula luzuloides (Lam.) Dandy & Wilmott,oak-forest wood rush,E,,Swab (2000),,,,,,,,
Juncaceae,Luzula multiflora (Ehrh.) Lej. ssp. Multiflora,same,Luzula multiflora (Retz.) Lejeune,common wood rush,N,,Swab (2000),,,,,,,,
Juncaginaceae,Triglochin maritimum L.,same,same,saltmarsh arrow-grass,N,,Haynes and Hellquist (2000),,,,,,,,
Lamiaceae,Agastache foeniculum (Pursh) Kuntze,Labiatae,same,lavender giant-hyssop; blue giant-hyssop,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Agastache nepetoides (L.) Kuntze,Labiatae,same,catnip giant-hyssop; yellow giant-hyssop,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Agastache scrophulariifolia (Willd.) Kuntze,Labiatae,Agastache scrophulariaefolia (Willd.) Ktze. var. scrophulariaefolia; Agastache scrophulariaefolia (Willd.) Ktze. var. mollis (Fern.) Heller,purple giant-hyssop,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Ajuga genevensis L.,Labiatae,same,standing bugle; erect bugle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Ajuga reptans L.,Labiatae,same,carpet bugle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Ballota nigra L. var. alba (L.) Sm.,Labiatae,Ballota nigra L. ssp. foetida (Koch) Hayek,black-horehound; fetid horehound,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Blephilia ciliata (L.) Benth.,Labiatae,same,downy wood-mint,N,SCH,Seymour (1982); Kartesz (2008),believed extirpated,,,,,,,
Lamiaceae,Blephilia hirsuta (Pursh) Benth. var. hirsuta,Labiatae,Blephilia hirsuta (Pursh) Benth.,hairy wood-mint,N,SCH,Dowhan (1979); NEBC!,,,,,,,,
Lamiaceae,Clinopodium acinos (L.) Kuntze,Labiatae,Acinos arvensis (Lam.) Dandy,basil-thyme; mother-of-thyme,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Lamiaceae,Clinopodium vulgare L.,Labiatae,same,wild basil; dogmint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Collinsonia canadensis L.,Labiatae,Collinsonia canadensis L. var. canadensis,"northern horsebalm; richweed, stoneroot",N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Dracocephalum moldavica L.,Labiatae,same,Moldavian dragonhead; dragonhead,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Dracocephalum parviflorum Nutt.,Labiatae,same,American dragonhead; dragonhead,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Elsholtzia ciliata (Thunb.) Hyl.,new,new,crested late-summer-mint,I,,Mehrhoff (1995; Rhodora 97: 30),,,,,,,,
Lamiaceae,Galeopsis bifida Boenn.,Labiatae,same,spilt-lipped hemp-nettle; hemp-nettle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Galeopsis ladanum L.,Labiatae,Galeopsis ladanum L. var. latifolia (Hoffm.) Wallr.,red hemp-nettle,E,,Magee and Ahles (1999); Dowhan (1979),,,,,,,,
Lamiaceae,Galeopsis tetrahit L.,Labiatae,Galeopsis tetrahit L. var. tetrahit,brittle-stemmed hemp-nettle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Glechoma hederacea L.,Labiatae,Glechoma hederacea L. var. hederacea; Glechoma hederacea L. var. micrantha Moricand,Gill-over-the-ground; ground-ivy,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Hedeoma hispida Pursh,Labiatae,same,rough false pennyroyal; rough pennyroyal,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Hedeoma pulegioides (L.) Pers.,Labiatae,same,American false pennyroyal; American pennyroyal,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Hyssopus officinalis L.,Labiatae,same,hyssop,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lamium amplexicaule L. var. amplexicaule,Labiatae,Lamium amplexicaule L.,common henbit; henbit,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lamium maculatum L.,Labiatae,same,spotted henbit; spotted dead-nettle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lamium purpureum L. var. incisum (Willd.) Pers.,new,new,red henbit; purple dead-nettle,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lamium purpureum L. var. purpureum,Labiatae,Lamium purpureum L.; Lamium hybridum Vill.,red henbit; purple dead-nettle,E,,Seymour (1982); Kartesz (2008); GH!,,,,,,,,
Lamiaceae,Leonurus cardiaca L.,Labiatae,same,motherwort; common motherwort,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lycopus americanus Muhl. ex W. Bart.,Labiatae,Lycopus americanus Muhl.,American water-horehound; cut-leaved water-horehound,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lycopus amplectens Raf.,Labiatae,same,clasping water-horehound; sessile-leaved water-horehound,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lycopus rubellus Moench,Labiatae,same,stalked water-horehound; gypsywort,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lycopus uniflorus Michx.,Labiatae,same,northern water-horehound,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Lycopus virginicus L.,Labiatae,same,Virginia water-horehound,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Marrubium vulgare L.,Labiatae,same,white horehound; common horehound,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Melissa officinalis L.,Labiatae,same,lemon-balm; common balm,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Mentha ×gracilis Sole,Labiatae,Mentha ×gentilis L.; Mentha ×muellerana F. W. Schultz,,E,,Seymour (1982); Kartesz (2008),"Appears to be Dowhan typo, should be M.muelleriana  auct. non F.W. Schultz;  IT IS gives xgaracilis as its synonym.",,,,,,,
Lamiaceae,Mentha ×piperita L.,Labiatae,same,peppermint,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Mentha ×rotundifolia (L.) Huds.,Labiatae,same,horse mint; apple mint,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Mentha ×verticillata L.,Labiatae,same,water mint,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Mentha ×villosa Huds. nothovar. alopecuroides (Hull) Briq.,Labiatae,Mentha ×villosa Huds. nm. alopecuroides Hull ,spearmint,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Mentha aquatica L. var. aquatica,Labiatae,Mentha aquatica L.,water mint,E,,Dowhan (1979); Kartesz (2008),,,,,,,,
Lamiaceae,Mentha aquatica L. var. citrata (Ehrh.) Fresen.,Labiatae,Mentha ×piperita L.; Mentha nm. citrata (Ehrh.) Boivin,water mint; bergamot mint,E,,Seymour (1982); NEBC!,,,,,,,,
Lamiaceae,Mentha arvensis L. ssp. parietariaefolia (Becker) Briq.,new,new,ginger mint,E,,Seymour (1982),,,,,,,,
Lamiaceae,Mentha canadensis L.,Labiatae,Mentha arvensis L. var. villosa (Benth.) S.R. Stewart,American mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Mentha longifolia (L.) L.,Labiatae,Mentha longifolia (L.) Huds. var. longifolia; Mentha longifolia (L.) Huds. var. mollissima (Borkh.) Rouy,horse mint,E,,Dowhan (1979); GH!,,,,,,,,
Lamiaceae,Mentha spicata L. ssp. spicata,Labiatae,Mentha spicata L.,spearmint; curled mint,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda clinopodia L.,Labiatae,same,basil bee-balm; basil balm,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda didyma L.,Labiatae,same,"scarlet bee-balm; Oswego tea, bee-balm",E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda fistulosa L. ssp. fistulosa var. fistulosa,Labiatae,Monarda fistulosa L. var. fistulosa,wild bee-balm; wild bergamot,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda fistulosa L. ssp. fistulosa var. mollis (L.) Benth.,Labiatae,Monarda fistulosa L. var. mollis (L.) Benth.,wild bee-balm; downy bergamot,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda fistulosa L. ssp. fistulosa var. rubra Gray,new,new,,E,,Scora (1967: 37),,,,,,,,
Lamiaceae,Monarda media Willd.,Labiatae,same,purple bee-balm; purple bergamot,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Monarda punctata L. ssp. punctata var. villicaulis (Pennell) Palmer & Steyermark,Labiatae,Monarda punctata L. var. villicaulis Pennell,spotted bee-balm,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Nepeta cataria L.,Labiatae,same,catnip,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Ocimum basilicum L.,Labiatae,same,sweet basil; basil,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Origanum vulgare L.,Labiatae,same,wild marjoram,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Perilla frutescens (L.) Britt. var. crispa (Benth.) Deane,Labiatae,same,perilla-mint,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Perilla frutescens (L.) Britt. var. frutescens,Labiatae,same,perilla-mint,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Physostegia virginiana (L.) Benth. ssp. virginiana,Labiatae,Physostegia virginiana (L.) Benth.,obedient false-dragonhead,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Prunella vulgaris L. ssp. lanceolata (W. Bart.) Hultén,Labiatae,Prunella vulgaris L. var. lanceolata (Bart.) Fern.,"common selfheal; heal-all, selfheal",N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Prunella vulgaris L. ssp. vulgaris,Labiatae,Prunella vulgaris L. var. vulgaris,"common selfheal; heal-all, selfheal",E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum ×clinopodioides Torr. & Gray,Labiatae,Pycnanthemum clinopodioides Torr. & Gray,basil mountain-mint; hoary mountain-mint,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum incanum (L.) Michx. var. incanum,Labiatae,Pycnanthemum incanum (L.) Michx.,hoary mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum muticum (Michx.) Pers.,Labiatae,same,clustered mountain-mint; short-toothed mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum tenuifolium Schrad.,Labiatae,same,narrow-leaved mountain-mint; slender mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum torrei Benth.,Labiatae,same,Torrey's mountain-mint,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum verticillatum (Michx.) Pers. var. pilosum (Nutt.) Cooperrider,Labiatae,Pycnanthemum pilosum Nutt.,whorled mountain-mint; verticillate mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum verticillatum (Michx.) Pers. var. verticillatum,Labiatae,Pycnanthemum verticillatum (Michx.) Pers.,whorled mountain-mint; verticillate mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Pycnanthemum virginianum (L.) T. Dur. & B.D. Jackson ex B.L. Robins. & Fern.,Labiatae,Pycnanthemum virginianum (L.) Durand & Jackson,Virginia mountain-mint,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Salvia azurea Michx. ex Lam. var. grandiflora Benth.,Labiatae,same,azure blue sage; blue sage,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Salvia lyrata L.,Labiatae,same,lyre-leaved sage,N,,Seymour (1982); Kartesz (2008); Graves et al. (1910: 337),,,,,,,,
Lamiaceae,Salvia officinalis L.,Labiatae,same,West Indian sage; garden sage,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Salvia pratensis L.,Labiatae,same,meadow sage,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Salvia sclarea L.,Labiatae,same,cleareye; clary sage,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Lamiaceae,Salvia splendens Sellow ex Roemer & J.A. Schultes,Labiatae,Salvia splendens Ker.,scarlet sage; salvia,E,,Dowhan (1979); Graves et al. (1910: 338),,,,,,,,
Lamiaceae,Salvia verticillata L.,Labiatae,same,whorled sage; lilac sage,E,,Kartesz (2008),,,,,,,,
Lamiaceae,Satureja hortensis L.,Labiatae,same,summer savory,E,,Dowhan (1979); Magee and Ahles (1999),,,,,,,,
Lamiaceae,Scutellaria galericulata L.,Labiatae,Scutellaria epilobiifolia A. Hamilt.,hooded skullcap; common skullcap; marsh skullcap,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Scutellaria integrifolia L.,Labiatae,same,entire-leaved skullcap; hyssop skullcap,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Scutellaria lateriflora L.,Labiatae,same,mad dog skullcap,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Scutellaria parvula Michx. var. australis Fassett,Labiatae,same,little skullcap; small skullcap,N,,Dowhan (1979),,,,,,,,
Lamiaceae,Scutellaria parvula Michx. var. missouriensis (Torr.) Goodman & C.A. Lawson,Labiatae,Scutellaria parvula Michx. var. leonardii (Epling) Fern.,little skullcap; small skullcap,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Sideritis montana L.,Labiatae,same,mountain ironwort; ironwort,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Stachys byzantina K. Koch,new,new,woolly hedge-nettle,E,,Kartesz (2008),,,,,,,,
Lamiaceae,Stachys hispida Pursh,Labiatae,Stachys tenuifolia Willd. var. platyphylla Fern.,hispid hedge-nettle; rough hedge nettle,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Stachys hyssopifolia Michx.,Labiatae,same,hyssop-leaved hedge-nettle; hyssop hedge-nettle,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Stachys palustris L.,Labiatae,Stachys palustris L. var. palustris; Stachys palustris L. var. elliptica Clos,marsh hedge-nettle; wound-wort,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Stachys pilosa L. var. pilosa,Labiatae,Stachys palustris L. var. homotricha Fern.; Stachys palustris L. var. nipigonensis Jennings; Stachys palustris L. var. pilosa (Nutt.) Fern.,hairy hedge-nettle,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Lamiaceae,Teucrium botrys L.,Labiatae,same,cut-leaved germander,E,,Dowhan (1979),,,,,,,,
Lamiaceae,Teucrium canadense L. var. canadense,Labiatae,same; Teucrium canadense L. var. virginicum (L.) Eat.,American germander; wood sage,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lamiaceae,Teucrium canadense L. var. occidentale (Gray) McClintock & Epling,Labiatae,Teucrium occidentale Gray var. boreale (Bickn.) Fern.,"American germander; northern germander, hairy germander",N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lamiaceae,Thymus pulegioides L.,Labiatae,same,lemon thyme; wild thyme,E,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lamiaceae,Trichostema brachiatum L.,Labiatae,Isanthus brachiatus (L.) B.S.P.,pennyroyal bluecurls; false pennyroyal,N,En,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lamiaceae,Trichostema dichotomum L.,Labiatae,same,forked bluecurls; bastard pennyroyal,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lamiaceae,Trichostema setaceum Houtt.,Labiatae,same,narrow-leaved bluecurls,N,,"Seymour (1982), Kartesz (1999); Graves et al. (1910)",,,,,,,,
Lardizabalaceae,Akebia quinata (Houtt.) Dcne.,same,Akebia quinata Dcne.,chocolate-vine; five-leaf akebia,E,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lauraceae,Lindera benzoin (L.) Blume,same,same,northern spicebush,N,,Wofford (1997),,,,,,,,
Lauraceae,Sassafras albidum (Nutt.) Nees,same,Sassafras albidum (Nutt.) Nees var. albidum; Sassafras albidum (Nutt.) Nees var. molle (Raf.) Fern.,sassafras,N,,van der Werff (1997),,,,,,,,
Lentibulariaceae,Utricularia cornuta Michx.,same,same,horned bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia geminiscapa Benj.,same,same,mixed bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia gibba L.,same,Utricularia gibba L.; Utricularia biflora Lam.,creeping bladderwort; humped bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia intermedia Hayne,same,same,flat-leaved bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia minor L.,same,same,lesser bladderwort; small bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia purpurea Walt.,same,same,eastern purple bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia radiata Small,same,Utricularia inflata Walt. var. minor Chapm.,floating bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia resupinata B.D. Greene ex Bigelow,same,Utricularia resupinata B.D. Greene ,resupinate bladderwort,N,En,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia striata Le Conte ex Torr.,same,Utricularia fibrosa Walt.,striped bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lentibulariaceae,Utricularia vulgaris L. ssp. macrorhiza (Le Conte) Clausen,same,Utricularia vulgaris L. ,greater bladderwort; common bladderwort,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Liliaceae,Clintonia borealis (Ait.) Raf.,same,same,yellow bluebead lily; bluebead lily,N,,Utech (2002),,,,,,,,
Liliaceae,Erythronium albidum Nutt.,new,new,white trout-lily,E,,,,,,,,,,
Liliaceae,Erythronium americanum Ker-Gawl. ssp. americanum,same,Erythronium americanum Ker.,American trout-lily; yellow dog's-tooth violet,N,,Allen and Robertson (2002),,,,,,,,
Liliaceae,Lilium canadense L.,same,same,Canada lily; wild yellow lily,N,,Skinner (2002),,,,,,,,
Liliaceae,Lilium lancifolium Thunb.,same,Lilium tigrinum L.,lance-leaved tiger lily; tiger lily,E,,Skinner (2002),,,,,,,,
Liliaceae,Lilium philadelphicum L.,same,same,wood lily,N,,Skinner (2002),,,,,,,,
Liliaceae,Lilium superbum L.,same,same,Turk's-cap lily,N,,Skinner (2002),,,,,,,,
Liliaceae,Medeola virginiana L.,same,same,Indian cucumber-root,N,,Utech (2002),,,,,,,,
Liliaceae,Streptopus amplexifolius (L.) DC.,same,Streptopus amplexifolius (L.) DC. var. americanus Schultes,clasping-leaved twisted-stalk; white mandarin,N,T,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Liliaceae,Streptopus lanceolatus (Ait.) Reveal,same,Streptopus roseus Michx. var. perspectus Fassett,lance-leaved twisted-stalk; rose mandarin; rose twisted-stalk,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Limnanthaceae,Floerkea proserpinacoides Willd.,same,same,false mermaid-weed,N,En,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linaceae,Linum intercursum Bickn.,same,same,sandplain yellow flax,N,SCH,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linaceae,Linum medium (Planch.) Britt. ssp. texanum (Planch.) A. Haines,same,Linum medium (Planch.) Britt. var. texanum (Planch.) Fern.,common yellow flax; southern yellow flax,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linaceae,Linum striatum Walt.,same,Linum striatum Walt. var. striatum; Linum striatum Walt. var. multijugum Fern.,ridged yellow flax,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linaceae,Linum sulcatum Riddell var. sulcatum,same,Linum sulcatum Riddell,grooved yellow flax,N,En,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linaceae,Linum usitatissimum L.,same,same,cultivated flax; common flax; linseed,E,,"Seymour (1982), Kartesz (1999)",,,,,,,,
